original,cleaned
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3)GalNAca-Sp14,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc-Sp14
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]GalNAc-Sp12
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]GalNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]GalNAc-Sp12
GlcNAcb1-3Fuca-Sp21,GlcNAc(b1-3)Fuc-Sp21
Galb1-3GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp21,NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc-Sp21
target,target
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc-Sp0
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc-Sp0
"Neu5,9Ac2a2-3Galb1-3GlcNAcb-Sp0",NeuNAcOAc(a2-3)Gal(b1-3)GlcNAc-Sp0
Fuca1-2Galb1-4 GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4GlcNAcb1-2(Fuca1-2Galb1-4GlcNAcb1-4)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-4(Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-6(Fuca1-2Galb1-3(Fuca1-4)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4(Fuca1-6)GlcNAcb1-4(Fuca1-6)GlcNAcb-Sp19,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-Sp19
Galb1-3GlcNAcb1-3Galb1-4GlcNAcb1-6(Galb1-3GlcNAcb1-3)Galb1-4Glcb-Sp0,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-Sp0
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-2)Mana1-6(Galb1-4GlcNAcb1-4(Galb1-4GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp21
GlcNAcb1-2Mana1-6(GlcNAcb1-4(GlcNAcb1-2)Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp21
Fuca1-2Galb1-4GlcNAcb1-3GalNAca-Sp14,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)GalNAc-Sp14
Galb1-4(Fuca1-3)GlcNAcb1-3GalNAca-Sp14,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)GalNAc-Sp14
GalNAca1-3GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,GalNAc(a1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc-Sp0
Gala1-4Galb1-3GlcNAcb1-2Mana1-6(Gala1-4Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(a1-4)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp19
Gala1-4Galb1-4GlcNAcb1-2Mana1-6(Gala1-4Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp24
Gala1-3Galb1-4GlcNAcb1-3GalNAca-Sp14,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc-Sp14
GlcNAcb1-2Mana1-6(GlcNAcb1-4)(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAc-Sp21,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp21
Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-6(Gala1-3(Fuca1-2)Galb1-4GlcNAcb1-3)GalNAc-Sp14,Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-6)]GalNAc-Sp14
(4S)GalNAcb-Sp10,GalNAcOS-Sp10
Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc-Sp8
GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8,GlcNAc(b1-3)[GlcNAc(b1-4)][GlcNAc(b1-6)]GlcNAc-Sp8
[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,GalOS(b1-4)GlcNAcOS-Sp0
[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,GalOS(b1-4)GlcNAc-Sp0
[3OSO3]Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0,GalOS(b1-4)[Fuc(a1-3)]GlcOS-Sp0
[3OSO3]Galb1-4Glcb-Sp8,GalOS(b1-4)Glc-Sp8
[3OSO3]Galb1-4[6OSO3]Glcb-Sp0,GalOS(b1-4)GlcOS-Sp0
[3OSO3]Galb1-4[6OSO3]Glcb-Sp8,GalOS(b1-4)GlcOS-Sp8
[3OSO3]Galb1-3(Fuca1-4)GlcNAcb-Sp8,GalOS(b1-3)[Fuc(a1-4)]GlcNAc-Sp8
[3OSO3]Galb1-3GalNAca-Sp8,GalOS(b1-3)GalNAc-Sp8
[3OSO3]Galb1-3GlcNAcb-Sp0,GalOS(b1-3)GlcNAc-Sp0
[3OSO3]Galb1-3GlcNAcb-Sp8,GalOS(b1-3)GlcNAc-Sp8
[3OSO3]Galb1-4(Fuca1-3)GlcNAc-Sp0,GalOS(b1-4)[Fuc(a1-3)]GlcNAc-Sp0
[3OSO3]Galb1-4(Fuca1-3)GlcNAcb-Sp8,GalOS(b1-4)[Fuc(a1-3)]GlcNAc-Sp8
[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,GalOS(b1-4)GlcNAcOS-Sp0
[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,GalOS(b1-4)GlcNAcOS-Sp8
[3OSO3]Galb1-4GlcNAcb-Sp0,GalOS(b1-4)GlcNAc-Sp0
[3OSO3]Galb1-4GlcNAcb-Sp8,GalOS(b1-4)GlcNAc-Sp8
[3OSO3]Galb-Sp8,GalOS-Sp8
[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,GalOS(b1-4)GlcNAc-Sp0
[4OSO3]Galb1-4GlcNAcb-Sp8,GalOS(b1-4)GlcNAc-Sp0
6-H2PO3Mana-Sp8,ManOP-Sp8
[6OSO3]Galb1-4Glcb-Sp0,GalOS(b1-4)Glc-Sp0
[6OSO3]Galb1-4Glcb-Sp8,GalOS(b1-4)Glc-Sp8
[6OSO3]Galb1-4GlcNAcb-Sp8,GalOS(b1-4)GlcNAc-Sp8
[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,GalOS(b1-4)GlcOS-Sp8
Neu5Aca2-3[6OSO3]Galb1-4GlcNAcb-Sp8,NeuNAc(a2-3)GalOS(b1-4)GlcNAc-Sp8
[6OSO3]GlcNAcb-Sp8,GlcNAcOS-Sp8
[9NAc]Neu5Aca-Sp8,NeuNAcOAc-Sp8
[9NAc]Neu5Aca2-6Galb1-4GlcNAcb-Sp8,NeuNAcOAc(a2-6)Gal(b1-4)GlcNAc-Sp8
Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp13
GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp13
Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-N(LT)AVL,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-N[LT]AVL
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp8,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp8
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp13
[3OSO3]Galb1-4(Fuca1-3)Glc-Sp0,GalOS(b1-4)[Fuc(a1-3)]Glc-Sp0
Gala1-3(Gala1-4)Galb1-4GlcNAcb-Sp8,Gal(a1-3)[Gal(a1-4)]Gal(b1-4)GlcNAc-Sp8
Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4GlcNAcb-Sp0,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc-Sp0
Galb1-3(Fuca1-4)GlcNAcb-Sp0,Gal(b1-3)[Fuc(a1-4)]GlcNAc-Sp0
Galb1-3(Fuca1-4)GlcNAcb-Sp8,Gal(b1-3)[Fuc(a1-4)]GlcNAc-Sp8
Galb1-3(Fuca1-4)GlcNAc-Sp8,Gal(b1-3)[Fuc(a1-4)]GlcNAc-Sp8
Galb1-3(GlcNAcb1-6)GalNAca-Sp8,Gal(b1-3)[GlcNAc(b1-6)]GalNAc-Sp8
Galb1-3(GlcNAcb1-6)GalNAc-Sp14,Gal(b1-3)[GlcNAc(b1-6)]GalNAc-Sp14
Galb1-3(Neu5Aca2-6)GalNAca-Sp8,Gal(b1-3)[NeuNAc(a2-6)]GalNAc-Sp8
Galb1-3(Neu5Aca2-6)GalNAca-Sp14,Gal(b1-3)[NeuNAc(a2-6)]GalNAc-Sp14
Galb1-3(Neu5Acb2-6)GalNAca-Sp8,Gal(b1-3)[NeuNAc(b2-6)]GalNAc-Sp8
Galb1-3(Neu5Aca2-6)GlcNAcb1-4Galb1-4Glcb-Sp10,Gal(b1-3)[NeuNAc(a2-6)]GlcNAc(b1-6)Gal(b1-4)Glc-Sp10
Galb1-4[6OSO3]Glcb-Sp0,Gal(b1-4)GlcOS-Sp0
Galb1-4[6OSO3]Glcb-Sp8,Gal(b1-4)GlcOS-Sp8
Galb1-4GlcNAcb1-3GalNAca-Sp14,Gal(b1-4)GlcNAc(b1-3)GalNAc-Sp14
Galb1-3(Galb1-4GlcNAcb1-6)GalNAca-Sp8,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc-Sp8
Galb1-3(Galb1-4GlcNAcb1-6)GalNAc-Sp14,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc-Sp14
GlcNAcb1-3(GlcNAcb1-6)GalNAca-Sp8,GlcNAc(b1-3)[GlcNAc(b1-6)]GalNAc-Sp8
GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAcb-Sp8,GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc-Sp8
GlcNAcb1-4(GlcNAcb1-6)GalNAca-Sp8,GlcNAc(b1-4)[GlcNAc(b1-6)]GalNAc-Sp8
GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4b-Sp8,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc-Sp8
GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc-Sp8
GlcNAcb1-6(Galb1-3)GalNAca-Sp8,Gal(b1-3)[GlcNAc(b1-6)]GalNAc-Sp8
Mana1-2Mana1-3(Mana1-2Mana1-6)Mana-Sp9,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man-Sp9
Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-3(Mana1-2Mana1-6)Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Mana1-3(Mana1-6)Mana-Sp9,Man(a1-3)[Man(a1-6)]Man-Sp9
Mana1-3(Mana1-2Mana1-2Mana1-6)Mana-Sp9,Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man-Sp9
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc-Sp0,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc-Sp0
[3OSO3]Galb1-4(Fuca1-3)[6OSO3]GlcNAc-Sp8,Fuc(a1-3)[GalOS(b1-4)]GlcNAcOS-Sp8
Fuca1-2[6OSO3]Galb1-4GlcNAc-Sp0,Fuc(a1-2)GalOS(b1-4)GlcNAc-Sp0
Fuca1-2Galb1-4[6OSO3]GlcNAc-Sp8,Fuc(a1-2)Gal(b1-4)GlcNAcOS-Sp8
Fuca1-2[6OSO3]Galb1-4[6OSO3]Glc-Sp0,Fuc(a1-2)GalOS(b1-4)GlcOS-Sp0
Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc-Sp0
Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc-Sp0
Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,NeuNAc(a2-8)NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc-Sp0
Neu5Aca2-3(6-O-Su)Galb1-4(Fuca1-3)GlcNAcb-Sp8,NeuNAc(a2-3)GalOS(b1-4)[Fuc(a1-3)]GlcNAc-Sp8
Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp0,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc-Sp0
Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp8,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc-Sp8
Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0,NeuNAc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc-Sp0
Neu5Aca2-3(Neu5Aca2-3Galb1-3GalNAcb1-4)Galb1-4Glcb-Sp0,NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-4)Glc-Sp0
Neu5Aca2-3(Neu5Aca2-6)GalNAca-Sp8,NeuNAc(a2-3)[NeuNAc(a2-6)]GalNAc-Sp8
Neu5Aca2-3Galb1-3[6OSO3]GlcNAc-Sp8,NeuNAc(a2-3)Gal(b1-3)GlcNAcOS-Sp8
Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4)GlcNAcb-Sp8,NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-3)Gal(b1-4)]GlcNAc-Sp8
Neu5Aca2-3Galb1-3[6OSO3]GalNAca-Sp8,NeuNAc(a2-3)Gal(b1-3)GalNAcOS-Sp8
Neu5Aca2-3Galb1-3(Neu5Aca2-6)GalNAca-Sp8,NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc-Sp8
Neu5Aca2-3Galb1-3(Neu5Aca2-6)GalNAca-Sp14,NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc-Sp14
Fuca1-2[6OSO3]Galb1-4Glc-Sp0,Fuc(a1-2)GalOS(b1-4)Glc-Sp0
Neu5Aca2-3Galb1-4[6OSO3]GlcNAcb-Sp8,NeuNAc(a2-3)Gal(b1-4)GlcNAcOS-Sp8
Neu5Aca2-3Galb1-4(Fuca1-3)[6OSO3]GlcNAcb-Sp8,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS-Sp8
Fuca1-2Galb1-4[6OSO3]Glc-Sp0,Fuc(a1-2)Gal(b1-4)GlcOS-Sp0
Neu5Aca2-6Galb1-4[6OSO3]GlcNAcb-Sp8,NeuNAc(a2-6)Gal(b1-4)GlcNAcOS-Sp8
Galb1-3(Neu5Aca2-3Galb1-4GlcNAcb1-6)GalNAca-Sp14,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc-Sp14
Galb1-4(Fuca1-3)[6OSO3]GlcNAc-Sp0,Fuc(a1-3)[Gal(b1-4)]GlcNAcOS-Sp0
Galb1-4(Fuca1-3)[6OSO3]Glc-Sp0,Fuc(a1-3)[Gal(b1-4)]GlcOS-Sp0
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,NeuNAc(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc-Sp0
[3OSO3][4OSO3]Galb1-4GlcNAcb-Sp0,GalOS(b1-4)GlcNAc-Sp0
[6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,GalOS(b1-4)GlcNAcOS-Sp0
6-H2PO3Glcb-Sp10,GlcOP-Sp10
Galb1-3(Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6)GalNAca-Sp14,NeuNAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc-Sp14
Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)Galb1-4GlcNAc-Sp0,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc-Sp0
Galb1-4GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAc-Sp0,Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc-Sp0
GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
HOOC(CH3)CH-3-O-GlcNAcb1-4GlcNAcb-Sp10,GlcNAcOProp(b1-4)GlcNAc-Sp10
Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-3)Mana1-6)Mana-Sp9,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man-Sp9
Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6)Mana-Sp9,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man-Sp9
Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4GlcNAcb1-6)GalNAca-Sp14,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc-Sp14
Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp12
Galb1-3GlcNAcb1-2Mana1-3(Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-Sp19
